NOMBRE,PRESENTACIÓN,MONODROGA,LABORATORIO,VADEMÉCUM,FCIAS. PROPIAS,FCIAS. CONVENIDAS,OBSERV
HALOPIDOL,10 mg comp.x 60,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL,2 mg/ml sol.oral x 30 ml,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL,5 mg comp.x 60,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL,1 mg comp.x 100,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL,10 mg comp.x 60,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL,2 mg/ml sol.oral x 30 ml,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL,5 mg comp.x 60,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL,1 mg comp.x 100,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL,10 mg comp.x 60,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL,2 mg/ml sol.oral x 30 ml,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL,5 mg comp.x 60,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL,1 mg comp.x 100,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL,10 mg comp.x 60,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL,2 mg/ml sol.oral x 30 ml,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL,5 mg comp.x 60,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL DECANOATO,iny.a.x 1 ml,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL DECANOATO,iny.a.x 3 ml,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL DECANOATO,iny.a.x 1 ml,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL DECANOATO,iny.a.x 3 ml,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL DECANOATO,iny.a.x 1 ml,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL DECANOATO,iny.a.x 3 ml,haloperidol,Janssen-Cilag,AMBULATORIO UNIFICADO,50%,40%,
HALOPIDOL DECANOATO,iny.a.x 1 ml,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HALOPIDOL DECANOATO,iny.a.x 3 ml,haloperidol,Janssen-Cilag,CRONICOS,70%,70%,
HART,60 mg comp.x 50,diltiazem,Ivax Arg.,AMBULATORIO UNIFICADO,50%,40%,
HART,60 mg comp.x 50,diltiazem,Ivax Arg.,CRONICOS,70%,70%,
HART,60 mg comp.x 50,diltiazem,Ivax Arg.,AMBULATORIO UNIFICADO,50%,40%,
HART,60 mg comp.x 50,diltiazem,Ivax Arg.,CRONICOS,70%,70%,
HAVRIX 1440 EL.U. ADULTOS,jga.prell.x 1,antígeno hepatitis a,GlaxoSmithKline,VACUNAS,45%,40%,
HAVRIX 1440 EL.U. ADULTOS,jga.prell.x 1,antígeno hepatitis a,GlaxoSmithKline,VACUNAS,45%,40%,
HAVRIX 720 EL.U. MONO DOSIS,jga.prell.x 1,antígeno hepatitis a,GlaxoSmithKline,PMI HIJO,100%,100%,Previa Inscripción al Plan
HAVRIX 720 EL.U. MONO DOSIS,jga.prell.x 1,antígeno hepatitis a,GlaxoSmithKline,VACUNAS,45%,40%,
HAVRIX 720 EL.U. MONO DOSIS,jga.prell.x 1,antígeno hepatitis a,GlaxoSmithKline,PMI HIJO,100%,100%,Previa Inscripción al Plan
HAVRIX 720 EL.U. MONO DOSIS,jga.prell.x 1,antígeno hepatitis a,GlaxoSmithKline,VACUNAS,45%,40%,
HEMOFER,gts.x 20 ml,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER,jbe.x 120 ml,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER,gts.x 20 ml,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER,jbe.x 120 ml,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER 200,200 mg comp.x 20,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER 200,200 mg comp.x 40,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER 200,200 mg comp.x 20,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER 200,200 mg comp.x 40,"hierro,sulfato",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER FOLIC,comp.x 20,"hierro+fólico,ác.",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER FOLIC,comp.x 50,"hierro+fólico,ác.",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER FOLIC,comp.x 20,"hierro+fólico,ác.",Lafedar,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HEMOFER FOLIC,comp.x 50,"hierro+fólico,ác.",Lafedar,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HEMOFER FOLIC,comp.x 20,"hierro+fólico,ác.",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER FOLIC,comp.x 50,"hierro+fólico,ác.",Lafedar,AMBULATORIO UNIFICADO,50%,40%,
HEMOFER FOLIC,comp.x 20,"hierro+fólico,ác.",Lafedar,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HEMOFER FOLIC,comp.x 50,"hierro+fólico,ác.",Lafedar,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HEPATIVAX,f.a.x 1 ds.x 1 ml,antígeno hepatitis b,Sanofi Pasteur,VACUNAS,45%,40%,
HEPATIVAX,f.a.x 1 ds.x 1 ml,antígeno hepatitis b,Sanofi Pasteur,VACUNAS,45%,40%,
HEPATIVAX JUNIOR,f.a.x 1 ds.x 0.5 ml,antígeno hepatitis b,Sanofi Pasteur,PMI HIJO,100%,100%,Previa Inscripción al Plan
HEPATIVAX JUNIOR,f.a.x 1 ds.x 0.5 ml,antígeno hepatitis b,Sanofi Pasteur,VACUNAS,45%,40%,
HEPATIVAX JUNIOR,f.a.x 1 ds.x 0.5 ml,antígeno hepatitis b,Sanofi Pasteur,PMI HIJO,100%,100%,Previa Inscripción al Plan
HEPATIVAX JUNIOR,f.a.x 1 ds.x 0.5 ml,antígeno hepatitis b,Sanofi Pasteur,VACUNAS,45%,40%,
HEPATRIET,gel tópico x 60 g,heparina,Craveri,AMBULATORIO UNIFICADO,50%,40%,
HEPATRIET,gel tópico x 60 g,heparina,Craveri,AMBULATORIO UNIFICADO,50%,40%,
HEXALER,5 mg comp.rec.x 7,desloratadina,Investi,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXALER,5 mg comp.rec.x 14,desloratadina,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXALER,jbe.x 60 ml,desloratadina,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXALER,5 mg comp.rec.x 7,desloratadina,Investi,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXALER,5 mg comp.rec.x 14,desloratadina,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXALER,jbe.x 60 ml,desloratadina,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXALER BRONQUIAL,200mcg cáp.inh.c/dispx30,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER BRONQUIAL,200 mcg cáps.p/inh.x 60,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER BRONQUIAL,400mcg cáp.inh.c/dispx30,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER BRONQUIAL,400 mcg cáps.p/inh.x 60,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER BRONQUIAL,200mcg cáp.inh.c/dispx30,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER BRONQUIAL,200 mcg cáps.p/inh.x 60,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER BRONQUIAL,400mcg cáp.inh.c/dispx30,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER BRONQUIAL,400 mcg cáps.p/inh.x 60,mometasona furoato,Siegfried,AMBULATORIO UNIFICADO,50%,40%,
HEXALER NASAL,spray nasal x 120 ds.,mometasona,Investi,AMBULATORIO UNIFICADO,50%,40%,
HEXALER NASAL,spray nasal x 60 ds.,mometasona,Investi,AMBULATORIO UNIFICADO,50%,40%,
HEXALER NASAL,spray nasal x 120 ds.,mometasona,Investi,AMBULATORIO UNIFICADO,50%,40%,
HEXALER NASAL,spray nasal x 60 ds.,mometasona,Investi,AMBULATORIO UNIFICADO,50%,40%,
HEXALER PLUS,caps.lib.prol.x 10,desloratadina+pseudoefedrina,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXALER PLUS,caps.lib.prol.x 10,desloratadina+pseudoefedrina,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
HEXAXIM,jga.prell.x 0.5ml,DTaP+IPV+Hep.B+Hib,Sanofi Pasteur,PMI HIJO,100%,100%,Previa Inscripción al Plan
HEXAXIM,jga.prell.x 0.5ml,DTaP+IPV+Hep.B+Hib,Sanofi Pasteur,VACUNAS,45%,40%,
HEXAXIM,jga.prell.x 0.5ml,DTaP+IPV+Hep.B+Hib,Sanofi Pasteur,PMI HIJO,100%,100%,Previa Inscripción al Plan
HEXAXIM,jga.prell.x 0.5ml,DTaP+IPV+Hep.B+Hib,Sanofi Pasteur,VACUNAS,45%,40%,
HIALUDORF HD,sol.oft.x 10 ml,"sodio,hialuronato",PharmaDorf,AMBULATORIO COMPLEMENTARIO,45%,40%,
HIALUDORF HD,sol.oft.x 10 ml,"sodio,hialuronato",PharmaDorf,AMBULATORIO COMPLEMENTARIO,45%,40%,
HIDRENOX A,comp.x 50,hidroclorotiazida+amilorida,Ivax Arg.,AMBULATORIO UNIFICADO,50%,40%,
HIDRENOX A,comp.x 50,hidroclorotiazida+amilorida,Ivax Arg.,CRONICOS,70%,70%,
HIDRENOX A,comp.x 50,hidroclorotiazida+amilorida,Ivax Arg.,AMBULATORIO UNIFICADO,50%,40%,
HIDRENOX A,comp.x 50,hidroclorotiazida+amilorida,Ivax Arg.,CRONICOS,70%,70%,
HIDROCORTISONA,1% cr.x 15 g,hidrocortisona,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIDROCORTISONA,10 mg comp.x 30,hidrocortisona,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIDROCORTISONA,1% cr.x 15 g,hidrocortisona,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIDROCORTISONA,10 mg comp.x 30,hidrocortisona,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIDROCORTISONA,10 mg comp.x 30,hidrocortisona,Klonal,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIDROCORTISONA,10 mg comp.x 30,hidrocortisona,Klonal,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIDROTISONA,10 mg comp.x 30,hidrocortisona,Sanofi Aventis,AMBULATORIO UNIFICADO,50%,40%,
HIDROTISONA,10 mg comp.x 30,hidrocortisona,Sanofi Aventis,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIDROTISONA,10 mg comp.x 30,hidrocortisona,Sanofi Aventis,AMBULATORIO UNIFICADO,50%,40%,
HIDROTISONA,10 mg comp.x 30,hidrocortisona,Sanofi Aventis,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERRO FABRA,comp.x 20,"hierro,sulfato",Fabra,AMBULATORIO UNIFICADO,50%,40%,
HIERRO FABRA,comp.x 30,"hierro,sulfato",Fabra,AMBULATORIO UNIFICADO,50%,40%,
HIERRO FABRA,gts.x 20 ml,"hierro,sulfato",Fabra,AMBULATORIO UNIFICADO,50%,40%,
HIERRO FABRA,comp.x 20,"hierro,sulfato",Fabra,AMBULATORIO UNIFICADO,50%,40%,
HIERRO FABRA,comp.x 30,"hierro,sulfato",Fabra,AMBULATORIO UNIFICADO,50%,40%,
HIERRO FABRA,gts.x 20 ml,"hierro,sulfato",Fabra,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 40,comp.rec.x 20,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 40,comp.rec.x 40,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 40,comp.rec.x 20,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 40,comp.rec.x 40,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 40,comp.rec.x 20,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIERROQUICK 40,comp.rec.x 40,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIERROQUICK 40,comp.rec.x 20,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 40,comp.rec.x 40,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 40,comp.rec.x 20,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 40,comp.rec.x 40,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 40,comp.rec.x 20,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIERROQUICK 40,comp.rec.x 40,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 20,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 80,comp.rec.x 40,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 80,comp.rec.x 20,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 40,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 20,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 40,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 20,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 80,comp.rec.x 40,"hierro+fólico,ác.",Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIERROQUICK 80,comp.rec.x 20,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 40,"hierro+fólico,ác.",Raymos,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 20,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIERROQUICK 80,comp.rec.x 40,"hierro+fólico,ác.",Raymos-Megalabs,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIFAMONIL CREMA,cr.x 20 g,betametasona+gentamic.+miconazol,Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIFAMONIL CREMA,cr.x 20 g,betametasona+gentamic.+miconazol,Raymos,PMI HIJO,100%,100%,Previa Inscripción al Plan
HIFAMONIL CREMA,cr.x 20 g,betametasona+gentamic.+miconazol,Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIFAMONIL CREMA,cr.x 20 g,betametasona+gentamic.+miconazol,Raymos,PMI HIJO,100%,100%,Previa Inscripción al Plan
HIGLUCEM,15 mg comp.x 28,pioglitazona,Lazar,DIABETES,100%,100%,
HIGLUCEM,30 mg comp.x 28,pioglitazona,Lazar,DIABETES,100%,100%,
HIGLUCEM,45 mg comp.x 30,pioglitazona,Lazar,DIABETES,100%,100%,
HIGLUCEM,15 mg comp.x 28,pioglitazona,Lazar,DIABETES,100%,100%,
HIGLUCEM,30 mg comp.x 28,pioglitazona,Lazar,DIABETES,100%,100%,
HIGLUCEM,45 mg comp.x 30,pioglitazona,Lazar,DIABETES,100%,100%,
HIPERMET,250 mg comp.x 50,metildopa,Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIPERMET,500 mg comp.rec.x 40,metildopa,Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIPERMET,250 mg comp.x 50,metildopa,Raymos,CRONICOS,70%,70%,
HIPERMET,500 mg comp.rec.x 40,metildopa,Raymos,CRONICOS,70%,70%,
HIPERMET,250 mg comp. Rec x 50,metildopa,Raymos,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIPERMET,500 mg comp.rec.x 40,metildopa,Raymos,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIPERMET,250 mg comp.x 50,metildopa,Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIPERMET,500 mg comp.rec.x 40,metildopa,Raymos,AMBULATORIO UNIFICADO,50%,40%,
HIPERMET,250 mg comp.x 50,metildopa,Raymos,CRONICOS,70%,70%,
HIPERMET,500 mg comp.rec.x 40,metildopa,Raymos,CRONICOS,70%,70%,
HIPERMET,250 mg comp. Rec x 50,metildopa,Raymos,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIPERMET,500 mg comp.rec.x 40,metildopa,Raymos,PMI MADRE,100%,100%,Previa Inscripción al Plan
HIPERTENSAL,10 mg comp.x 30,amlodipina,Finadiet,AMBULATORIO UNIFICADO,50%,40%,
HIPERTENSAL,5 mg comp.x 30,amlodipina,Finadiet,AMBULATORIO UNIFICADO,50%,40%,
HIPERTENSAL,10 mg comp.x 30,amlodipina,Finadiet,CRONICOS,70%,70%,
HIPERTENSAL,5 mg comp.x 30,amlodipina,Finadiet,CRONICOS,70%,70%,
HIPERTENSAL,10 mg comp.x 30,amlodipina,Finadiet,AMBULATORIO UNIFICADO,50%,40%,
HIPERTENSAL,5 mg comp.x 30,amlodipina,Finadiet,AMBULATORIO UNIFICADO,50%,40%,
HIPERTENSAL,10 mg comp.x 30,amlodipina,Finadiet,CRONICOS,70%,70%,
HIPERTENSAL,5 mg comp.x 30,amlodipina,Finadiet,CRONICOS,70%,70%,
HIPERVAL 160,comp.rec.x 28,valsartán,Richmond,AMBULATORIO UNIFICADO,50%,40%,
HIPERVAL 160,comp.rec.x 28,valsartán,Richmond,CRONICOS,70%,70%,
HIPERVAL 160,comp.rec.x 28,valsartán,Richmond,AMBULATORIO UNIFICADO,50%,40%,
HIPERVAL 160,comp.rec.x 28,valsartán,Richmond,CRONICOS,70%,70%,
HIPERVAL 80,comp.rec.x 28,valsartán,Richmond,AMBULATORIO UNIFICADO,50%,40%,
HIPERVAL 80,comp.rec.x 28,valsartán,Richmond,CRONICOS,70%,70%,
HIPERVAL 80,comp.rec.x 28,valsartán,Richmond,AMBULATORIO UNIFICADO,50%,40%,
HIPERVAL 80,comp.rec.x 28,valsartán,Richmond,CRONICOS,70%,70%,
HIPOGLUT 2,2 mg comp.x 30,glimepiride,Gador,DIABETES,100%,100%,
HIPOGLUT 2,2 mg comp.x 30,glimepiride,Gador,DIABETES,100%,100%,
HIPOGLUT 4,4 mg comp.x 30,glimepiride,Gador,DIABETES,100%,100%,
HIPOGLUT 4,4 mg comp.x 30,glimepiride,Gador,DIABETES,100%,100%,
HIPOGLUT MET,2mg/1000mg x 30 comp.,glimepiride+metformina,Gador,DIABETES,100%,100%,
HIPOGLUT MET,2mg/500mg x 30 comp.,glimepiride+metformina,Gador,DIABETES,100%,100%,
HIPOGLUT MET,4mg/1000mg x 30 comp.,glimepiride+metformina,Gador,DIABETES,100%,100%,
HIPOGLUT MET,2mg/1000mg x 30 comp.,glimepiride+metformina,Gador,DIABETES,100%,100%,
HIPOGLUT MET,2mg/500mg x 30 comp.,glimepiride+metformina,Gador,DIABETES,100%,100%,
HIPOGLUT MET,4mg/1000mg x 30 comp.,glimepiride+metformina,Gador,DIABETES,100%,100%,
HIPOLIPOL,10 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,10 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,10 mg comp.rec.x 56,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,20 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,20 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,20 mg comp.rec.x 56,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,40 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,40 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,5 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,5 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,5 mg comp.rec.x 56,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,10 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,10 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,10 mg comp.rec.x 56,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,20 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,20 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,20 mg comp.rec.x 56,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,40 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,40 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,5 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,5 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,5 mg comp.rec.x 56,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,10 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,10 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,10 mg comp.rec.x 56,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,20 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,20 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,20 mg comp.rec.x 56,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,40 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,40 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,5 mg comp.rec.x 28,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,5 mg comp.rec.x 30,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,5 mg comp.rec.x 56,rosuvastatina,Casasco,AMBULATORIO UNIFICADO,50%,40%,
HIPOLIPOL,10 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,10 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,10 mg comp.rec.x 56,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,20 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,20 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,20 mg comp.rec.x 56,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,40 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,40 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,5 mg comp.rec.x 28,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,5 mg comp.rec.x 30,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOLIPOL,5 mg comp.rec.x 56,rosuvastatina,Casasco,CRONICOS,70%,70%,
HIPOTEN KLONAL,12.5 mg comp.ran.x 30,carvedilol,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIPOTEN KLONAL,25 mg comp.ran.x 30,carvedilol,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIPOTEN KLONAL,6.25 mg comp.ran.x 30,carvedilol,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIPOTEN KLONAL,12.5 mg comp.ran.x 30,carvedilol,Klonal,CRONICOS,70%,70%,
HIPOTEN KLONAL,25 mg comp.ran.x 30,carvedilol,Klonal,CRONICOS,70%,70%,
HIPOTEN KLONAL,6.25 mg comp.ran.x 30,carvedilol,Klonal,CRONICOS,70%,70%,
HIPOTEN KLONAL,12.5 mg comp.ran.x 30,carvedilol,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIPOTEN KLONAL,25 mg comp.ran.x 30,carvedilol,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIPOTEN KLONAL,6.25 mg comp.ran.x 30,carvedilol,Klonal,AMBULATORIO UNIFICADO,50%,40%,
HIPOTEN KLONAL,12.5 mg comp.ran.x 30,carvedilol,Klonal,CRONICOS,70%,70%,
HIPOTEN KLONAL,25 mg comp.ran.x 30,carvedilol,Klonal,CRONICOS,70%,70%,
HIPOTEN KLONAL,6.25 mg comp.ran.x 30,carvedilol,Klonal,CRONICOS,70%,70%,
HIPREX,80 mg comp.rec.x 30,valsartán,Teva Argentina,AMBULATORIO UNIFICADO,50%,40%,
HIPREX,160 mg comp.rec.x 30,valsartán,Teva Argentina,AMBULATORIO UNIFICADO,50%,40%,
HIPREX,80 mg comp.rec.x 30,valsartán,Teva Argentina,CRONICOS,70%,70%,
HIPREX,160 mg comp.rec.x 30,valsartán,Teva Argentina,CRONICOS,70%,70%,
